Icao,Message,Timestamp,Receiver,df,Receiver IP
800C3C,5D800C3CC7D0C8,11F09B4E99A01B,1,11,192.168.30.27
800C3C,5D800C3CC7D0C8,11F09BC4B41019,1,11,192.168.30.27
702C09,5D702C09FFBD50,11F09DFA131C4E,1,11,192.168.30.27
7BD01B,5D7BD01B94C167,11F09E8A41443B,1,11,192.168.30.27
702C09,5D702C09FFBD50,11F09F5C430B57,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11F09FC879412A,2,11,192.168.101.3
7BD01B,5D7BD01B94C167,11F09FED68073D,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A04974AA4C,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A0C0B1EF50,2,11,192.168.101.3
7BD01B,5D7BD01B94C127,11F0A0DAEB9E1E,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A1375E2E4E,2,11,192.168.101.3
7BD01B,5D7BD01B94C167,11F0A15197ED3A,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A1AD148553,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A29ABC8C51,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A3877E2A56,2,11,192.168.101.3
702075,5D702075B50D49,11F0A3C5070930,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A4743FB955,2,11,192.168.101.3
702075,5D702075B50D49,11F0A4F3EF9730,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A561F79F4D,2,11,192.168.101.3
702C09,5D702C09FFBD50,11F0A5D7F6C649,2,11,192.168.101.3
702097,5D702097B0554C,11F0A5E8C8AE63,2,11,192.168.101.3
702075,5D702075B50D49,11F0A61EBE1932,2,11,192.168.101.3
80139F,5D80139F846B6F,11F0A673BF152B,2,11,192.168.101.3
800C11,5D800C1139AD2B,11F0AA0D248635,2,11,192.168.101.3
8013E6,5D8013E6794D02,11F0AAFF1CCD26,2,11,192.168.101.3
800C11,5D800C1139AD2B,11F0AB70D6EF4A,1,11,192.168.30.27
702C09,5D702C09FFBD15,11F0AEEA1F8D52,2,11,192.168.101.3
800655,5D800655566138,11F0ABFC9EFE43,1,11,192.168.30.27
702C0A,5D702C0A005507,11F0AC2C2EB672,1,11,192.168.30.27
800C11,5D800C1139AD2B,11F0AC5D303F44,1,11,192.168.30.27
800C11,5D800C1139AD2B,11F0B011C8E22F,2,11,192.168.101.3
800C11,5D800C1139AD2B,11F0ACD42A8F49,1,11,192.168.30.27
800C11,5D800C1139AD2B,11F0B08923A146,2,11,192.168.101.3
70206D,5D70206DB59DF3,11F0AD8395AA98,1,11,192.168.30.27
800C11,5D800C1139AD2B,11F0B0FF1EE146,2,11,192.168.101.3
800C11,5D800C1139AD2B,11F0AE37E15D4A,1,11,192.168.30.27
800C11,5D800C1139AD2B,11F0B1EB675845,2,11,192.168.101.3
800C11,5D800C1139AD2B,11F0B2D8A5B84A,2,11,192.168.101.3
484416,5D484416C4C7A1,11F0B3D7E19029,2,11,192.168.101.3
702085,5D702085B0A98F,11F0B92B2CFB3B,1,11,192.168.30.27
484416,5D484416C4C7AF,11F0B93CCE391C,1,11,192.168.30.27
800602,5D800602AAD2A2,11F0B9E3D30F1B,1,11,192.168.30.27
800C11,5D800C1139AD6E,11F0B9FCD4BB32,1,11,192.168.30.27
484416,5D484416C4C7A1,11F0B4FDD17C1F,2,11,192.168.101.3
800C74,5D800C74C42381,11F0BA8ACAF528,1,11,192.168.30.27
800602,5D800602AAD2A2,11F0C002C88618,1,11,192.168.30.27
484416,5D484416C4C7A1,11F0B62B598120,2,11,192.168.101.3
70209E,5D70209E4FD129,11F0B66170CB47,2,11,192.168.101.3
702085,5D702085B0A98F,11F0C10AF8D940,1,11,192.168.30.27
800BB1,5D800BB1154A9E,11F0B6A6C68C47,2,11,192.168.101.3
70206C,5D70206C4A69FA,11F0C2C2C1A0AC,1,11,192.168.30.27
800C0B,5D800C0B3921C1,11F0C39A5D8C34,1,11,192.168.30.27
801410,5D80141056ED67,11F0C3D2F25A3F,1,11,192.168.30.27
801410,5D80141056ED69,11F0C50CD96B3C,1,11,192.168.30.27
801410,5D80141056ED22,11F0D467ECC450,2,11,192.168.101.3
801410,5D80141056ED22,11F0D4DE3A3A4C,2,11,192.168.101.3
801410,5D80141056ED22,11F0D5CB943145,2,11,192.168.101.3
70206C,5D70206C4A69FA,11F0D12481D3AD,1,11,192.168.30.27
801410,5D80141056ED22,11F0D6B814904F,2,11,192.168.101.3
801410,5D80141056ED22,11F0D72F227858,2,11,192.168.101.3
801410,5D80141056ED22,11F0D7A58CBD4F,2,11,192.168.101.3
801410,5D80141056ED22,11F0D892E56B4B,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,11F0D3E7979E20,1,11,192.168.30.27
801410,5D80141056ED22,11F0D909820B4B,2,11,192.168.101.3
800655,5D800655566138,11F0E0A98E695E,1,11,192.168.30.27
7705C5,5D7705C59A78AE,11F0E0B6279123,1,11,192.168.30.27
800C11,5D800C1139AD60,11F0E0FE6A0B4A,1,11,192.168.30.27
800C74,5D800C74C4238F,11F0D9F26FDE2E,2,11,192.168.101.3
7705C5,5D7705C59A78AE,11F0E166DE1824,1,11,192.168.30.27
801410,5D80141056ED22,11F0DA6C5FCF46,2,11,192.168.101.3
800D2F,5D800D2F36D5C7,11F0DAA1DFBB15,2,11,192.168.101.3
680002,5D680002C5DD3F,11F0E25B92233A,1,11,192.168.30.27
800C74,5D800C74C4238F,11F0DAE9658C38,2,11,192.168.101.3
680002,5D680002C5DD3F,11F0E2D1A0EA2F,1,11,192.168.30.27
801410,5D80141056ED22,11F0DBD0784551,2,11,192.168.101.3
800C11,5D800C1139AD60,11F0DC07814243,2,11,192.168.101.3
800C74,5D800C74C4238F,11F0DC12C2E927,2,11,192.168.101.3
8013E6,5D8013E6794D02,11F0E532AA7D39,1,11,192.168.30.27
801410,5D80141056ED22,11F0DCBD514448,2,11,192.168.101.3
680002,5D680002C5DD3F,11F0DCCD1B4239,2,11,192.168.101.3
801410,5D80141056ED22,11F0DD33BDBB50,2,11,192.168.101.3
800C11,5D800C1139AD60,11F0DDAC407144,2,11,192.168.101.3
680002,5D680002C5DD3F,11F0DDBAEA6830,2,11,192.168.101.3
70206D,5D70206DB59DF3,11F0E752BE8C62,1,11,192.168.30.27
680002,5D680002C5DD3F,11F0DE30DF0037,2,11,192.168.101.3
702099,5D702099B0010D,11F0E8F5EC9B96,1,11,192.168.30.27
680002,5D680002C5DD3F,11F0DF94058535,2,11,192.168.101.3
7705C5,5D7705C59A78AE,11F0E0057C752D,2,11,192.168.101.3
680002,5D680002C5DD3F,11F0E00A4BF627,2,11,192.168.101.3
70206C,5D70206C4A69BF,11F0ECE22461B4,2,11,192.168.101.3
70206C,5D70206C4A69BF,11F0EB7F25699F,1,11,192.168.30.27
70206C,5D70206C4A69BF,11F0ED596F51A9,2,11,192.168.101.3
800BB1,5D800BB1154A9E,11F0EBEB7E9859,1,11,192.168.30.27
70206C,5D70206C4A69BF,11F0EDCF8230AA,2,11,192.168.101.3
70206C,5D70206C4A69BF,11F0EBF4D632A4,1,11,192.168.30.27
7705C5,5D7705C59A78AF,11F0EE2786F625,2,11,192.168.101.3
702099,5D702099B00148,11F0F8EB46C38B,1,11,192.168.30.27
70206C,5D70206C4A69BF,11F0EEBBFDBDB6,2,11,192.168.101.3
7705C5,5D7705C59A78AF,11F0EF4BECC825,2,11,192.168.101.3
702099,5D702099B00148,11F0F962055392,1,11,192.168.30.27
7BD01B,5D7BD01B94C12C,11F0F9CCECE037,1,11,192.168.30.27
7705C5,5D7705C59A78AF,11F0F0771DFC24,2,11,192.168.101.3
702097,5D702097B0554C,11F0F111D1BE77,2,11,192.168.101.3
7705C5,5D7705C59A78AF,11F0F16FF7FA22,2,11,192.168.101.3
702099,5D702099B00148,11F0FB3CB40098,1,11,192.168.30.27
680002,5D680002C5DD7A,11F0F1ED5C8076,2,11,192.168.101.3
702099,5D702099B00148,11F10017DEE697,1,11,192.168.30.27
70209E,5D70209E4FD129,11F0F2352D354C,2,11,192.168.101.3
70206C,5D70206C4A69BF,11F0F2704DCEA8,2,11,192.168.101.3
702099,5D702099B00148,11F1008E778E93,1,11,192.168.30.27
70206C,5D70206C4A69BF,11F0F2E7912D9E,2,11,192.168.101.3
7020A2,5D7020A24EB81B,11F0F2FCAC8EC1,2,11,192.168.101.3
80139F,5D80139F846B60,11F0F32EDCD328,2,11,192.168.101.3
702099,5D702099B00148,11F1017B026D93,1,11,192.168.30.27
7BD01B,5D7BD01B94C122,11F101D6206A1C,1,11,192.168.30.27
80139F,5D80139F846B60,11F0F437C5C735,2,11,192.168.101.3
800C74,5D800C74C42381,11F0F441339918,2,11,192.168.101.3
70206C,5D70206C4A69BF,11F0F44A26FBB1,2,11,192.168.101.3
702099,5D702099B00148,11F10268837499,1,11,192.168.30.27
80139F,5D80139F846B60,11F0F4E8B6E62D,2,11,192.168.101.3
702C0A,5D702C0A005507,11F0F568172D6E,2,11,192.168.101.3
80139F,5D80139F846B60,11F0F59961C42F,2,11,192.168.101.3
702099,5D702099B00148,11F104428BA096,1,11,192.168.30.27
702085,5D702085B0A98F,11F0F5FB1B9644,2,11,192.168.101.3
800C71,5D800C713BEFBE,11F10540A1962C,1,11,192.168.30.27
800C11,5D800C1139AD61,11F105B67E3144,1,11,192.168.30.27
800C11,5D800C1139AD6E,11F105F4347844,1,11,192.168.30.27
800C11,5D800C1139AD61,11F106676F2145,1,11,192.168.30.27
800C11,5D800C1139AD61,11F107180E3742,1,11,192.168.30.27
702099,5D702099B00148,11F0F8752C4493,2,11,192.168.101.3
800C11,5D800C1139AD61,11F107C8DC2E49,1,11,192.168.30.27
7BD01B,5D7BD01B94C12C,11F0F8AA10BC1C,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,11F1096B56CB2E,2,11,192.168.101.3
800C0B,5D800C0B3921C1,11F10986ECED3C,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,11F109BD888B2C,2,11,192.168.101.3
702C0A,5D702C0A005542,11F115DB6BBC71,1,11,192.168.30.27
70206C,5D70206C4A69FA,11F115EC0D8C94,1,11,192.168.30.27
70206D,5D70206DB59DB2,11F10B3361127F,2,11,192.168.101.3
800DAA,5D800DAACE1F7D,11F1166B308B29,1,11,192.168.30.27
70206D,5D70206DB59DB8,11F10C20BE6483,2,11,192.168.101.3
702C0A,5D702C0A005542,11F116C83EA07A,1,11,192.168.30.27
7705C5,5D7705C59A78A1,11F10CB60BF326,2,11,192.168.101.3
702C0A,5D702C0A005542,11F1173EA86866,1,11,192.168.30.27
70206C,5D70206C4A69F5,11F10CE65566A8,2,11,192.168.101.3
680002,5D680002C5DD7A,11F117793ABB30,1,11,192.168.30.27
702C0A,5D702C0A005542,11F1182C012674,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,11F1184600F92E,1,11,192.168.30.27
70206D,5D70206DB59DF3,11F1188C712377,1,11,192.168.30.27
800C0B,5D800C0B3921C7,11F118A0D75E40,1,11,192.168.30.27
680002,5D680002C5DD7C,11F118A794F435,1,11,192.168.30.27
70206D,5D70206DB59DB6,11F10EE7BECF6F,2,11,192.168.101.3
801410,5D80141056ED67,11F10F14849A3E,2,11,192.168.101.3
702C0A,5D702C0A005542,11F1198F321B6F,1,11,192.168.30.27
800DAA,5D800DAACE1F7D,11F119A931FD2B,1,11,192.168.30.27
70206D,5D70206DB59DB6,11F1104BD78482,2,11,192.168.101.3
70206D,5D70206DB59DB6,11F110C1996385,2,11,192.168.101.3
800DAA,5D800DAACE1F7D,11F11B83934628,1,11,192.168.30.27
70206D,5D70206DB59DB6,11F11138A21B69,2,11,192.168.101.3
801410,5D80141056ED68,11F111F8486C3B,2,11,192.168.101.3
702C0A,5D702C0A005542,11F11C566CEF71,1,11,192.168.30.27
801410,5D80141056ED2C,11F112A8DBDA5F,2,11,192.168.101.3
800BB1,5D800BB1154A9E,11F113143B2854,2,11,192.168.101.3
801410,5D80141056ED68,11F11359D86342,2,11,192.168.101.3
70206D,5D70206DB59DB6,11F113FF969070,2,11,192.168.101.3
702C0A,5D702C0A005542,11F114010A2578,2,11,192.168.101.3
801410,5D80141056ED68,11F1140A6BD147,2,11,192.168.101.3
801410,5D80141056ED68,11F114BB45BE49,2,11,192.168.101.3
702C0A,5D702C0A005542,11F114EE9ABC71,2,11,192.168.101.3
702075,5D702075B50D47,11F11F5D8DCB3D,1,11,192.168.30.27
702099,5D702099B0010D,11F11FE37F0A5D,1,11,192.168.30.27
702097,5D702097B05509,11F1303DAD3665,2,11,192.168.101.3
702097,5D702097B05509,11F13129F86C6B,2,11,192.168.101.3
800D2F,5D800D2F36D5C9,11F1324582F836,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,11F133634B9D3B,2,11,192.168.101.3
702097,5D702097B05509,11F1337B4E775D,2,11,192.168.101.3
680002,5D680002C5DD7A,11F133BD4B0B37,2,11,192.168.101.3
702097,5D702097B05509,11F133F112F650,2,11,192.168.101.3
80139F,5D80139F846B6F,11F1241149AE50,1,11,192.168.30.27
7020A2,5D7020A24EB81B,11F1342DF3DDBF,2,11,192.168.101.3
702097,5D702097B05509,11F134DE87F75E,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,11F1357E0AED47,2,11,192.168.101.3
702097,5D702097B05509,11F135CBDE8241,2,11,192.168.101.3
800655,5D800655566138,11F1256E2C6048,1,11,192.168.30.27
702C09,5D702C09FFBD15,11F1258DD3F44F,1,11,192.168.30.27
800C74,5D800C74C42381,11F13705278F32,2,11,192.168.101.3
800655,5D80065556617D,11F1390E000C69,2,11,192.168.101.3
800655,5D80065556617D,11F13983C9FA6A,2,11,192.168.101.3
7BD01B,5D7BD01B94C122,11F139945F561B,2,11,192.168.101.3
70209E,5D70209E4FD129,11F13A8D586648,2,11,192.168.101.3
800655,5D80065556617D,11F13AE8AD8048,2,11,192.168.101.3
702C0A,5D702C0A005507,11F13B779A8D63,2,11,192.168.101.3
800655,5D80065556617D,11F1403A72D451,2,11,192.168.101.3
702085,5D702085B0A98F,11F14095EA5B49,2,11,192.168.101.3
702097,5D702097B0554C,11F140DC98C759,2,11,192.168.101.3
800655,5D80065556617D,11F1419D470259,2,11,192.168.101.3
800655,5D80065556617D,11F1428B2F4E63,2,11,192.168.101.3
702097,5D702097B05509,11F12DED24BC4C,1,11,192.168.30.27
800DAA,5D800DAACE1F37,11F12E4FB8252F,1,11,192.168.30.27
800655,5D80065556617D,11F143EE8C356A,2,11,192.168.101.3
702097,5D702097B05509,11F12E62E56362,1,11,192.168.30.27
800DAA,5D800DAACE1F37,11F12F004BC227,1,11,192.168.30.27
800BB1,5D800BB1154A9E,11F12F7E295142,1,11,192.168.30.27
800655,5D80065556617D,11F144DB4DD367,2,11,192.168.101.3
800602,5D800602AAD2A4,11F149606B6219,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,11F149C5EA5B2F,1,11,192.168.30.27
800C0B,5D800C0B3921C1,11F149CFD38638,1,11,192.168.30.27
800C71,5D800C713BEFB0,11F1458E5B3A20,2,11,192.168.101.3
800655,5D80065556617D,11F145C80FA163,2,11,192.168.101.3
800655,5D80065556617D,11F1463E706067,2,11,192.168.101.3
800DAA,5D800DAACE1F38,11F14B567DA826,1,11,192.168.30.27
7705C5,5D7705C59A78A1,11F146C05FBE1F,2,11,192.168.101.3
800602,5D800602AAD2A4,11F14C0A387620,1,11,192.168.30.27
800602,5D800602AAD2A4,11F1487A48A617,2,11,192.168.101.3
80139F,5D80139F846B69,11F14E07D1103A,1,11,192.168.30.27
80139F,5D80139F846B61,11F14E07D1CC3A,1,11,192.168.30.27
801410,5D80141056ED67,11F1555FB7B444,2,11,192.168.101.3
80139F,5D80139F846B61,11F14F31372918,1,11,192.168.30.27
7BD01B,5D7BD01B94C12C,11F14F3E22D638,1,11,192.168.30.27
80139F,5D80139F846B61,11F15060280429,1,11,192.168.30.27
7BD01B,5D7BD01B94C12C,11F1506D13B11B,1,11,192.168.30.27
800DAA,5D800DAACE1F38,11F1594C1F542A,2,11,192.168.101.3
800DAA,5D800DAACE1F38,11F15B0F9ABC2A,2,11,192.168.101.3
80139F,5D80139F846B6F,11F15B205E4D1B,2,11,192.168.101.3
800DAA,5D800DAACE1F38,11F15BF3F85825,2,11,192.168.101.3
7BD01B,5D7BD01B94C12C,11F1516BEBAF16,1,11,192.168.30.27
800DAA,5D800DAACE1F38,11F15CD34D222C,2,11,192.168.101.3
702075,5D702075B50D47,11F15D977EC829,2,11,192.168.101.3
70206C,5D70206C4A69FA,11F15E0A4EB09D,2,11,192.168.101.3
702C09,5D702C09FFBD15,11F163656D961B,1,11,192.168.30.27
800655,5D800655566138,11F163A363D46B,1,11,192.168.30.27
800C11,5D800C1139AD60,11F164E287F62A,1,11,192.168.30.27
8013E6,5D8013E6794D02,11F165D78C9231,1,11,192.168.30.27
485785,5D485785CE0720,11F162084CF03A,2,11,192.168.101.3
800DAA,5D800DAACE1F38,11F16223E24746,2,11,192.168.101.3
801410,5D80141056ED69,11F16DD39FD645,2,11,192.168.101.3
800C11,5D800C1139AD60,11F1670617AF4D,1,11,192.168.30.27
702099,5D702099B0010D,11F1679FA1B697,1,11,192.168.30.27
800C74,5D800C74C42381,11F16EC986F214,2,11,192.168.101.3
801410,5D80141056ED69,11F16ECBEE2E43,2,11,192.168.101.3
800C11,5D800C1139AD60,11F167FB10C22C,1,11,192.168.30.27
70206D,5D70206DB59DF3,11F16F7333F540,2,11,192.168.101.3
801410,5D80141056ED69,11F17001CAD43E,2,11,192.168.101.3
70209E,5D70209E4FD129,11F1706C0A5A4C,2,11,192.168.101.3
800BB1,5D800BB1154A9E,11F16BEB53EE51,1,11,192.168.30.27
800602,5D800602AAD2A4,11F16C0BB2EB24,1,11,192.168.30.27
702C0A,5D702C0A005507,11F17349C2917E,2,11,192.168.101.3
702097,5D702097B0554C,11F177A8287155,1,11,192.168.30.27
680002,5D680002C5DD7A,11F1745B3B6A2B,2,11,192.168.101.3
800C11,5D800C1139AD6E,11F178F0D96647,1,11,192.168.30.27
7020A2,5D7020A24EB81B,11F178F2E1E8B7,1,11,192.168.30.27
70209E,5D70209E4FD127,11F17ABA13D045,1,11,192.168.30.27
7BD01B,5D7BD01B94C122,11F18949FE7A16,2,11,192.168.101.3
702C09,5D702C09FFBD1B,11F189B672364A,2,11,192.168.101.3
70209E,5D70209E4FD127,11F1804AA3F840,1,11,192.168.30.27
800C0B,5D800C0B3921C1,11F18A1CFDFB36,2,11,192.168.101.3
70209E,5D70209E4FD127,11F18144B54E45,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,11F1820736553C,1,11,192.168.30.27
70206D,5D70206DB59DFD,11F18C95E49077,2,11,192.168.101.3
70206D,5D70206DB59DFD,11F18DB6D47663,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11F18DE7AF6B27,2,11,192.168.101.3
70206D,5D70206DB59DFD,11F18EA6D64B6D,2,11,192.168.101.3
800C71,5D800C713BEFBE,11F184C138A441,1,11,192.168.30.27
800655,5D800655566136,11F18EAD723061,2,11,192.168.101.3
702099,5D702099B00103,11F18FCC37A496,2,11,192.168.101.3
702C09,5D702C09FFBD1B,11F1875BB47455,1,11,192.168.30.27
702099,5D702099B00103,11F190F5950199,2,11,192.168.101.3
800655,5D800655566136,11F190FC5C9A7D,2,11,192.168.101.3
800BB1,5D800BB1154A90,11F195196A4444,1,11,192.168.30.27
800BB1,5D800BB1154A90,11F192EEEEE147,2,11,192.168.101.3
702097,5D702097B05542,11F192F1EDF860,2,11,192.168.101.3
800BB1,5D800BB1154A90,11F196120AB444,1,11,192.168.30.27
800BB1,5D800BB1154A90,11F193EACB7146,2,11,192.168.101.3
70206D,5D70206DB59DF3,11F199855D7170,1,11,192.168.30.27
702075,5D702075B50D47,11F194A726FC35,2,11,192.168.101.3
801410,5D80141056ED6C,11F1A8B0EB233C,2,11,192.168.101.3
70206C,5D70206C4A69FA,11F1A9F941859A,2,11,192.168.101.3
800BB1,5D800BB1154A9E,11F1AA2158574E,2,11,192.168.101.3
484416,5D484416C4C7AF,11F1AA41C05C21,2,11,192.168.101.3
702C09,5D702C09FFBD15,11F1AA4539464F,2,11,192.168.101.3
800655,5D800655566138,11F1AAC8B9B468,2,11,192.168.101.3
485785,5D485785CE0725,11F1AB917B9022,2,11,192.168.101.3
801410,5D80141056ED6C,11F1ABA7362F41,2,11,192.168.101.3
80139F,5D80139F846B6F,11F1A54278C148,1,11,192.168.30.27
702075,5D702075B50D49,11F1A5B312AE32,1,11,192.168.30.27
702099,5D702099B0010D,11F1AD985D1F5B,2,11,192.168.101.3
702C0A,5D702C0A005507,11F1AE86CD9666,2,11,192.168.101.3
801410,5D80141056ED6C,11F1AE9D52C93F,2,11,192.168.101.3
484416,5D484416C4C7A1,11F1B6E3ADAC23,1,11,192.168.30.27
70209E,5D70209E4FD129,11F1B792C75B4A,1,11,192.168.30.27
800C74,5D800C74C42381,11F1B794535A2A,1,11,192.168.30.27
484416,5D484416C4C7A1,11F1B7E1664F20,1,11,192.168.30.27
702097,5D702097B0554C,11F1B970EFBE59,1,11,192.168.30.27
7020A2,5D7020A24EB81B,11F1B98BA18BAC,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,11F1B41820E322,2,11,192.168.101.3
484416,5D484416C4C7A1,11F1B4C3291123,2,11,192.168.101.3
800C11,5D800C1139AD6E,11F1B50720AA30,2,11,192.168.101.3
800602,5D800602AAD2A2,11F1C222704E21,1,11,192.168.30.27
7BD01B,5D7BD01B94C122,11F1CD36A2D543,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11F1CD4F873523,2,11,192.168.101.3
800401,5D8004014921B0,11F1CEEF8E5212,2,11,192.168.101.3
801410,5D80141056ED67,11F1CF92B43137,2,11,192.168.101.3
800401,5D8004014921B6,11F1CFF658101B,2,11,192.168.101.3
702075,5D702075B50D47,11F1CA34B43B13,1,11,192.168.30.27
702075,5D702075B50D02,11F1DA63025932,1,11,192.168.30.27
800C74,5D800C74C4238F,11F1DA6A9AFD38,1,11,192.168.30.27
800C0B,5D800C0B3921C1,11F1D523080F23,2,11,192.168.101.3
702075,5D702075B50D02,11F1DB4FDD9A40,1,11,192.168.30.27
800C74,5D800C74C4238F,11F1DB69A39031,1,11,192.168.30.27
702075,5D702075B50D02,11F1DBC64A502F,1,11,192.168.30.27
80139F,5D80139F846B64,11F1DC35926931,1,11,192.168.30.27
800C74,5D800C74C4238A,11F1DC3D68932E,1,11,192.168.30.27
702075,5D702075B50D02,11F1DCB3A2C031,1,11,192.168.30.27
702075,5D702075B50D02,11F1DD2A3BF52F,1,11,192.168.30.27
702075,5D702075B50D02,11F1DD9FDE4636,1,11,192.168.30.27
800C74,5D800C74C4238F,11F1DDC103BF32,1,11,192.168.30.27
80139F,5D80139F846B64,11F1D93F760E2D,2,11,192.168.101.3
702075,5D702075B50D02,11F1DE8D103332,1,11,192.168.30.27
800C74,5D800C74C4238A,11F1DF3384B02E,1,11,192.168.30.27
70209E,5D70209E4FD129,11F1EC3FEBA152,2,11,192.168.101.3
702075,5D702075B50D02,11F1DFF0ACD232,1,11,192.168.30.27
800C11,5D800C1139AD6E,11F1EC7AAFC24C,2,11,192.168.101.3
800C3C,5D800C3CC7D08C,11F1E0A0FC9F23,1,11,192.168.30.27
800C3C,5D800C3CC7D08D,11F1E0A0FCAF3D,1,11,192.168.30.27
800BB1,5D800BB1154A9E,11F1E1C7AA3F4F,1,11,192.168.30.27
702075,5D702075B50D02,11F1E1CB16772C,1,11,192.168.30.27
702075,5D702075B50D02,11F1E2B7D80631,1,11,192.168.30.27
80139F,5D80139F846B6F,11F1EE33173A3D,2,11,192.168.101.3
702075,5D702075B50D02,11F1E32E390427,1,11,192.168.30.27
485785,5D485785CE072E,11F1E51B3C331D,1,11,192.168.30.27
7705C5,5D7705C59A78AA,11F1E52332C62F,1,11,192.168.30.27
800655,5D800655566138,11F1E56C95267F,1,11,192.168.30.27
7705C5,5D7705C59A78AF,11F1F0A8AAAD23,2,11,192.168.101.3
485785,5D485785CE072E,11F1E811411D22,1,11,192.168.30.27
8013E6,5D8013E6794D22,11F1F1B66F871F,2,11,192.168.101.3
7705C5,5D7705C59A78AF,11F1F1DB3AD71F,2,11,192.168.101.3
70206C,5D70206C4A69FA,11F1EAEFE95296,1,11,192.168.30.27
8005F0,5D8005F0BD7CFC,11F1EB0736393F,1,11,192.168.30.27
70206D,5D70206DB59DF3,11F1EB2D406268,1,11,192.168.30.27
7705C5,5D7705C59A78AF,11F1F2D66B7720,2,11,192.168.101.3
7705C5,5D7705C59A78AF,11F1F3D3B9E723,2,11,192.168.101.3
801410,5D80141056ED61,11F201B9520725,1,11,192.168.30.27
702099,5D702099B0010D,11F2024695C88F,1,11,192.168.30.27
800C74,5D800C74C42381,11F1F52A859418,2,11,192.168.101.3
702C09,5D702C09FFBD15,11F1F5368C3118,2,11,192.168.101.3
702099,5D702099B0010D,11F1F68B8C1798,2,11,192.168.101.3
7705C5,5D7705C59A78A1,11F2032EA57023,1,11,192.168.30.27
702C0A,5D702C0A005507,11F1F893040975,2,11,192.168.101.3
702097,5D702097B0554C,11F203D9196C56,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,11F1F97606B956,2,11,192.168.101.3
702075,5D702075B50D47,11F2057113BF29,1,11,192.168.30.27
7020A2,5D7020A24EB81B,11F1FB55ABE89C,2,11,192.168.101.3
7BD01B,5D7BD01B94C122,11F206028DEF3B,1,11,192.168.30.27
801410,5D80141056ED61,11F2002CAE0C27,2,11,192.168.101.3
680002,5D680002C5DD7A,11F2084D11942E,1,11,192.168.30.27
800DAA,5D800DAACE1F3E,11F20A9528DC33,1,11,192.168.30.27
800DAA,5D800DAACE1F3E,11F20AE7568549,1,11,192.168.30.27
800DAA,5D800DAACE1F3E,11F20B37B1FD2A,1,11,192.168.30.27
800DAA,5D800DAACE1F3E,11F20BF93C702F,1,11,192.168.30.27
680002,5D680002C5DD7C,11F21C3FC69844,2,11,192.168.101.3
800C0B,5D800C0B3921C0,11F20F7CF8E524,1,11,192.168.30.27
800C0B,5D800C0B3921C1,11F20F7CF8F54D,1,11,192.168.30.27
801410,5D80141056ED67,11F2102220DD3E,1,11,192.168.30.27
680002,5D680002C5DD7C,11F21DD8EBAF2C,2,11,192.168.101.3
7705C5,5D7705C59A78AE,11F21F4F477F25,2,11,192.168.101.3
7705C5,5D7705C59A78AE,11F2200009BE23,2,11,192.168.101.3
800655,5D800655566138,11F2269CB4FC6F,1,11,192.168.30.27
7705C5,5D7705C59A78AE,11F220B0EF3425,2,11,192.168.101.3
800DAA,5D800DAACE1F3D,11F226D2D65825,1,11,192.168.30.27
800DAA,5D800DAACE1F35,11F227634D7027,1,11,192.168.30.27
800DAA,5D800DAACE1F3D,11F227634D8042,1,11,192.168.30.27
484416,5D484416C4C7EA,11F2277D09E119,1,11,192.168.30.27
800DAA,5D800DAACE1F35,11F227F470A627,1,11,192.168.30.27
800DAA,5D800DAACE1F3D,11F227F470B644,1,11,192.168.30.27
484416,5D484416C4C7EA,11F2286A6A5F1C,1,11,192.168.30.27
70206D,5D70206DB59DF3,11F22947557C84,1,11,192.168.30.27
484416,5D484416C4C7EA,11F229CE68B617,1,11,192.168.30.27
484416,5D484416C4C7EA,11F22A4419BD20,1,11,192.168.30.27
484416,5D484416C4C7AF,11F2232F2C3E2E,2,11,192.168.101.3
484416,5D484416C4C7EA,11F223C9B24916,2,11,192.168.101.3
484416,5D484416C4C7EA,11F22B31682A18,1,11,192.168.30.27
484416,5D484416C4C7EA,11F22BA8B34A1B,1,11,192.168.30.27
484416,5D484416C4C7EA,11F2252CF79123,2,11,192.168.101.3
