Icao,Message,Timestamp,Receiver,df,Receiver IP
485785,5D485785CE072A,1208A64E20F524,1,11,192.168.30.27
485785,5D485785CE072A,1208A6FECBC31B,1,11,192.168.30.27
8005F0,5D8005F0BD7CF8,1208A70155AA3F,1,11,192.168.30.27
485785,5D485785CE072A,1208A4EC853722,2,11,192.168.101.3
80139F,5D80139F846B6F,1208A5897D3C28,2,11,192.168.101.3
800C11,5D800C1139AD6E,1208AA0634763F,1,11,192.168.30.27
702085,5D702085B0A981,1208AA38862D4A,1,11,192.168.30.27
484416,5D484416C4C7EA,1208AE63E04D33,2,11,192.168.101.3
702085,5D702085B0A981,1208AB59D8765B,1,11,192.168.30.27
702085,5D702085B0A981,1208AC52BA8350,1,11,192.168.30.27
702C09,5D702C09FFBD1B,1208B131437D3F,2,11,192.168.101.3
702C09,5D702C09FFBD1B,1208B256F9CB44,1,11,192.168.30.27
800C74,5D800C74C42381,1208B1D15D1527,2,11,192.168.101.3
702C09,5D702C09FFBD1B,1208B38A04843D,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,1208B3A0207D3E,1,11,192.168.30.27
800602,5D800602AAD2A4,1208B897A48C25,2,11,192.168.101.3
800C11,5D800C1139AD61,1208B9154C262B,2,11,192.168.101.3
800655,5D800655566136,1208B9444A4D6C,2,11,192.168.101.3
800C11,5D800C1139AD61,1208B9C5F6F52A,2,11,192.168.101.3
70206D,5D70206DB59DFD,1208B5EE62347F,1,11,192.168.30.27
800C11,5D800C1139AD61,1208BA76D0A323,2,11,192.168.101.3
800655,5D800655566136,1208BA79BC426C,2,11,192.168.101.3
800C11,5D800C1139AD61,1208C03DADDB26,2,11,192.168.101.3
800C11,5D800C1139AD61,1208C0EE41C629,2,11,192.168.101.3
702099,5D702099B00103,1208C0FE9E7E6A,2,11,192.168.101.3
70206D,5D70206DB59DF3,1208C1992F199E,2,11,192.168.101.3
800BB1,5D800BB1154A90,1208C226C93865,2,11,192.168.101.3
702099,5D702099B00103,1208C227D2D86D,2,11,192.168.101.3
800BB1,5D800BB1154A90,1208C34E427469,1,11,192.168.30.27
702097,5D702097B05542,1208C3520B824B,1,11,192.168.30.27
702097,5D702097B0554C,1208C36A1DED3D,1,11,192.168.30.27
800BB1,5D800BB1154A90,1208C471897960,1,11,192.168.30.27
702097,5D702097B05542,1208C475527741,1,11,192.168.30.27
801410,5D80141056ED68,1208CC295E9542,2,11,192.168.101.3
7020A2,5D7020A24EB81B,1208CC44F13CDD,2,11,192.168.101.3
801410,5D80141056ED68,1208CCD9F23247,2,11,192.168.101.3
801410,5D80141056ED68,1208CD8ACBE03D,2,11,192.168.101.3
801410,5D80141056ED68,1208CEEC218D3D,1,11,192.168.30.27
801410,5D80141056ED67,1208CF46E2B43B,1,11,192.168.30.27
702085,5D702085B0A98F,1208CFD19A5D60,1,11,192.168.30.27
0D5BDC,5D0D5BDCCAC7EF,1208D12FB0AD2A,1,11,192.168.30.27
702075,5D702075B50D47,1208D40DC4B040,1,11,192.168.30.27
702075,5D702075B50D49,1208D411D91F40,1,11,192.168.30.27
702075,5D702075B50D49,1208D5412C2F45,1,11,192.168.30.27
485785,5D485785CE0725,1208D62DFFCF21,1,11,192.168.30.27
702075,5D702075B50D49,1208D66D7C3049,1,11,192.168.30.27
70206C,5D70206C4A69FA,1208DAB5FB8F84,1,11,192.168.30.27
702C0A,5D702C0A005507,1208DC49E2AB5C,1,11,192.168.30.27
70209E,5D70209E4FD129,1208E0FE00A248,1,11,192.168.30.27
800DAA,5D800DAACE1F37,1208E3AA70362E,1,11,192.168.30.27
800DAA,5D800DAACE1F37,1208E45B270A29,1,11,192.168.30.27
800655,5D800655566138,1208E66B271237,2,11,192.168.101.3
484416,5D484416C4C7A1,1208E6803CA72B,2,11,192.168.101.3
800DAA,5D800DAACE1F37,1208E50BDD912D,1,11,192.168.30.27
800C74,5D800C74C4238F,1208EA8B9C131C,1,11,192.168.30.27
702085,5D702085B0A98B,1208EAA4937E4E,1,11,192.168.30.27
800C74,5D800C74C4238F,1208EBB0BEEC1B,1,11,192.168.30.27
702085,5D702085B0A98B,1208E8F0468F51,2,11,192.168.101.3
800C74,5D800C74C4238F,1208ECE6BC3818,1,11,192.168.30.27
7705C5,5D7705C59A78A2,1208EA008F361E,2,11,192.168.101.3
702085,5D702085B0A98B,1208EA13C5F950,2,11,192.168.101.3
702099,5D702099B0010D,1208F0C5395852,1,11,192.168.30.27
70206D,5D70206DB59DF3,1208F1C4E7EF8F,1,11,192.168.30.27
800DAA,5D800DAACE1F38,1208F56EC25431,2,11,192.168.101.3
800602,5D800602AAD2A4,1208F897B87211,2,11,192.168.101.3
7705C5,5D7705C59A78AF,1208FA7BDF7F15,2,11,192.168.101.3
680002,5D680002C5DD7A,1208FB72A15C23,2,11,192.168.101.3
800C0B,5F800C0B6EDB67,120900E783451D,2,11,192.168.101.3
800602,5D800602AAD2A2,1209038918871F,2,11,192.168.101.3
70206C,5D70206C4A69FA,120908389F4387,2,11,192.168.101.3
800BB1,5D800BB1154A9E,120909BD77453C,2,11,192.168.101.3
702075,5D702075B50D47,120910C6A7D23F,2,11,192.168.101.3
702C0A,5D702C0A005507,1209137565CB61,2,11,192.168.101.3
800C71,5D800C713BEFBE,120914B0010923,2,11,192.168.101.3
7020A2,5D7020A24EB81B,120915CE6EC8D2,2,11,192.168.101.3
70209E,5D70209E4FD129,1209180DC9BC44,2,11,192.168.101.3
800C3C,5D800C3CC7D08D,120918F6EB221C,2,11,192.168.101.3
702085,5D702085B0A98F,12091F170B7160,2,11,192.168.101.3
800655,5D800655566138,12091FDB9D866F,2,11,192.168.101.3
7705C5,5D7705C59A78AF,120922AE35D631,2,11,192.168.101.3
7705C5,5D7705C59A78AF,120923A3CBA619,2,11,192.168.101.3
70206C,5D70206C4A69FA,12092536974F7F,2,11,192.168.101.3
800C0B,5F800C0B6EDB67,12092647FA3017,2,11,192.168.101.3
484416,5D484416C4C78F,120927E8E36011,2,11,192.168.101.3
484416,5D484416C4C7AF,120927E8E37035,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,1209284D90633D,2,11,192.168.101.3
800C11,5D800C1139AD6E,12092923579E59,2,11,192.168.101.3
800C0B,5F800C0B6EDB47,120929CF764D17,2,11,192.168.101.3
800C0B,5F800C0B6EDB67,120929CF765D35,2,11,192.168.101.3
800C0B,5F800C0B6EDB67,12092AADF7E912,2,11,192.168.101.3
800C0B,5F800C0B6EDB67,12092B8BFC3712,2,11,192.168.101.3
80139F,5D80139F846B6F,12092C17D6A530,2,11,192.168.101.3
800C74,5D800C74C42381,120931074ACC3F,2,11,192.168.101.3
702099,5D702099B0010D,1209316A111D67,2,11,192.168.101.3
800602,5D800602AAD2A4,12093897D59E3D,2,11,192.168.101.3
7705C5,5D7705C59A78E4,120938D2D86E21,2,11,192.168.101.3
7705C5,5D7705C59A78E4,120939491DE51F,2,11,192.168.101.3
7705C5,5D7705C59A78E4,12093AACB94C1F,2,11,192.168.101.3
7705C5,5D7705C59A78E4,12094075A8C924,2,11,192.168.101.3
7705C5,5D7705C59A78E4,120940EC5CD924,2,11,192.168.101.3
7705C5,5D7705C59A78E4,120941621B7D1E,2,11,192.168.101.3
70206D,5D70206DB59DF3,1209419E087EB0,2,11,192.168.101.3
7705C5,5D7705C59A78E4,1209424F83DB19,2,11,192.168.101.3
7705C5,5D7705C59A78E4,120942C6DAB224,2,11,192.168.101.3
7020A4,5D7020A44E9C36,1209432780F25D,2,11,192.168.101.3
800C11,5D800C1139AD68,120943738A3739,2,11,192.168.101.3
801410,5D80141056ED67,12094985BB6339,1,11,192.168.30.27
7705C5,5D7705C59A78E4,120943B37CC31F,2,11,192.168.101.3
801410,5D80141056ED67,12094A64B9EF3C,1,11,192.168.30.27
7705C5,5D7705C59A78E4,120944292A6F38,2,11,192.168.101.3
800DAA,5D800DAACE1F3E,12094B816AAC2B,1,11,192.168.30.27
800C11,5D800C1139AD68,1209446764BB3A,2,11,192.168.101.3
0D5BDC,5D0D5BDCCAC7EF,12094C23A65938,1,11,192.168.30.27
702097,5D702097B0554C,12094491708646,2,11,192.168.101.3
7705C5,5D7705C59A78E4,120944A01F9E1D,2,11,192.168.101.3
800C11,5D800C1139AD68,120944B8F26A40,2,11,192.168.101.3
7705C5,5D7705C59A78E4,1209458DB84422,2,11,192.168.101.3
800C11,5D800C1139AD68,12094598B4C43B,2,11,192.168.101.3
7705C5,5D7705C59A78E4,12094603C2D515,2,11,192.168.101.3
801410,5D80141056ED61,1209488824323E,2,11,192.168.101.3
801410,5D80141056ED67,12094F9F17743C,2,11,192.168.101.3
7020A2,5D7020A24EB81B,120951A2ADC0D3,2,11,192.168.101.3
702C0A,5D702C0A005507,120953A91B8659,2,11,192.168.101.3
800655,5D800655566138,1209548881F43F,2,11,192.168.101.3
800BB1,5D800BB1154A9E,120955106B3A60,2,11,192.168.101.3
485785,5D485785CE0704,120955950CC73B,2,11,192.168.101.3
702075,5D702075B50D47,120959B770D740,2,11,192.168.101.3
800C74,5D800C74C423C4,12095B45BC2817,2,11,192.168.101.3
8005F0,5D8005F0BD7CF9,120964DD509337,1,11,192.168.30.27
800C11,5D800C1139AD6E,12095BF55C5C43,2,11,192.168.101.3
702085,5D702085B0A98F,12095CB71C856B,2,11,192.168.101.3
800C11,5D800C1139AD6E,12095DB760C53A,2,11,192.168.101.3
8005F0,5D8005F0BD7CF8,1209660643403C,1,11,192.168.30.27
8005F0,5D8005F0BD7CF9,12096606435053,1,11,192.168.30.27
680002,5D680002C5DD7C,12095FAB5BE325,2,11,192.168.101.3
70209E,5D70209E4FD129,12096065466E3A,2,11,192.168.101.3
800C11,5D800C1139AD6E,120962211F3F42,2,11,192.168.101.3
800C0B,5F800C0B6EDB61,120962DC39BE3A,2,11,192.168.101.3
70206C,5D70206C4A69FA,120969FE357789,1,11,192.168.30.27
8005F0,5D8005F0BD7CF9,120963EA128E36,2,11,192.168.101.3
800C11,5D800C1139AD6E,12096BC6E66E2A,1,11,192.168.30.27
800BB1,5D800BB1154ADB,120973502E1F57,2,11,192.168.101.3
800BB1,5D800BB1154ADB,1209743D8A775A,2,11,192.168.101.3
800C71,5D800C713BEFB0,12096D23497124,1,11,192.168.30.27
484416,5D484416C4C7AE,12096D2AA16215,1,11,192.168.30.27
800BB1,5D800BB1154ADB,1209752A145B56,2,11,192.168.101.3
800BB1,5D800BB1154ADB,1209761794585C,2,11,192.168.101.3
800C71,5D800C713BEFB0,12096E4E82F120,1,11,192.168.30.27
80139F,5D80139F846B61,1209768DEF0D2D,2,11,192.168.101.3
485785,5D485785CE0725,12097695E6D91E,2,11,192.168.101.3
800BB1,5D800BB1154ADB,12097704ED5556,2,11,192.168.101.3
800BB1,5D800BB1154ADB,1209777B84865A,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,1209778E6B4550,2,11,192.168.101.3
80139F,5D80139F846B61,120977C0867A33,2,11,192.168.101.3
800C3C,5D800C3CC7D083,120977D15F8720,2,11,192.168.101.3
80139F,5D80139F846B6F,12097043F7AF1C,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,120978040C5E38,2,11,192.168.101.3
8013E6,5D8013E6794D02,1209713105A821,1,11,192.168.30.27
485785,5D485785CE0720,1209787876BC42,2,11,192.168.101.3
800BB1,5D800BB1154ADB,120978DE57CA5A,2,11,192.168.101.3
80139F,5D80139F846B61,120978EA2DE125,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,120971D817FC3A,1,11,192.168.30.27
800BB1,5D800BB1154ADB,120971ED51D242,1,11,192.168.30.27
800C3C,5D800C3CC7D083,120978FB06DE1C,2,11,192.168.101.3
801410,5D80141056ED67,1209725DD3B351,1,11,192.168.30.27
800602,5D800602AAD2A4,120979343F8D3A,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,120979687A763C,2,11,192.168.101.3
485785,5D485785CE0724,12097308503B1D,1,11,192.168.30.27
80139F,5D80139F846B2A,120983CABA4925,1,11,192.168.30.27
800BB1,5D800BB1154ADB,120979CC414F69,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,120979DF273338,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,12097A2789693C,2,11,192.168.101.3
70206D,5D70206DB59DF3,1209847CF5F88C,1,11,192.168.30.27
80139F,5D80139F846B2A,120984B800692B,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,12097ACB378234,2,11,192.168.101.3
80139F,5D80139F846B2A,1209852F47B131,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,12097B09EB3536,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,12097B4286E851,2,11,192.168.101.3
702099,5D702099B0010D,1209808AB92F34,2,11,192.168.101.3
8005F0,5D8005F0BD7CB2,120980947F2338,2,11,192.168.101.3
80139F,5D80139F846B2A,12098691BDE12A,1,11,192.168.30.27
8005F0,5D8005F0BD7CB2,1209810A3D9739,2,11,192.168.101.3
8005F0,5D8005F0BD7CF7,1209822FCFB437,2,11,192.168.101.3
80139F,5D80139F846B2A,120983550CEB24,2,11,192.168.101.3
680002,5D680002C5DD7A,120983799DA331,2,11,192.168.101.3
80139F,5D80139F846B2A,1209886C775B2C,1,11,192.168.30.27
70209E,5D70209E4FD16C,12098D05D25F35,2,11,192.168.101.3
800C3C,5D800C3CC7D08D,12098DA3E1FF20,2,11,192.168.101.3
70209E,5D70209E4FD16C,120988DB8D2A3B,1,11,192.168.30.27
800C3C,5D800C3CC7D08D,12098E85B7A81D,2,11,192.168.101.3
702097,5D702097B0554C,12098F4DB72E49,2,11,192.168.101.3
70209E,5D70209E4FD16C,120989C839F83C,1,11,192.168.30.27
800C3C,5D800C3CC7D08D,12098F67EA8426,2,11,192.168.101.3
800BB1,5D800BB1154A9E,12098A557F3137,1,11,192.168.30.27
800C3C,5D800C3CC7D08D,12098AF7A3FB22,1,11,192.168.30.27
800C0B,5F800C0B6EDB67,12098B09A17322,1,11,192.168.30.27
70209E,5D70209E4FD16C,12098B2BED1D3B,1,11,192.168.30.27
80139F,5D80139F846B2A,12098B337FE542,1,11,192.168.30.27
485785,5D485785CE0721,12098B73759D3E,1,11,192.168.30.27
80139F,5D80139F846B2A,12098BAA36562D,1,11,192.168.30.27
800C3C,5D800C3CC7D08D,12098BD56A4625,1,11,192.168.30.27
70209E,5D70209E4FD16C,12098C1864B236,1,11,192.168.30.27
7020A2,5D7020A24EB81B,12098C452462B4,1,11,192.168.30.27
702075,5D702075B50D47,1209924435FC46,2,11,192.168.101.3
70209E,5D70209E4FD16C,12098C8F6D7937,1,11,192.168.30.27
800C71,5D800C713BEFFB,1209965E1F731D,1,11,192.168.30.27
800C71,5D800C713BEFFB,120993214E7321,2,11,192.168.101.3
0D5BDC,5D0D5BDCCAC7EF,120993232D3530,2,11,192.168.101.3
800C71,5D800C713BEFFB,12099397470229,2,11,192.168.101.3
800C71,5D800C713BEFFB,120997C1B73020,1,11,192.168.30.27
800C3C,5D800C3CC7D08D,12099431D13420,2,11,192.168.101.3
800C71,5D800C713BEFFB,120998AF869520,1,11,192.168.30.27
800C71,5D800C713BEFFB,120994FA793F1F,2,11,192.168.101.3
7020A2,5D7020A24EB81B,120994FBC585C6,2,11,192.168.101.3
7020A2,5D7020A24EB81B,1209953081A5C5,2,11,192.168.101.3
800C71,5D800C713BEFFB,12099570C3C71F,2,11,192.168.101.3
800655,5D800655566138,120999E639C46D,1,11,192.168.30.27
800C71,5D800C713BEFFB,12099A11B2CC21,1,11,192.168.30.27
702085,5D702085B0A98F,1209A10CFC062B,2,11,192.168.101.3
70209E,5D70209E4FD127,1209A13ADC4939,2,11,192.168.101.3
800C11,5D800C1139AD60,12099ACC928449,1,11,192.168.30.27
70209E,5D70209E4FD127,1209A25AEE7141,2,11,192.168.101.3
800C11,5D800C1139AD6E,1209A25F639D3F,2,11,192.168.101.3
800C11,5D800C1139AD60,12099BF65A832B,1,11,192.168.30.27
800C11,5D800C1139AD60,12099D23B9062F,1,11,192.168.30.27
70209E,5D70209E4FD127,1209A38355B63D,2,11,192.168.101.3
702085,5D702085B0A98F,1209A3E128D162,2,11,192.168.101.3
70209E,5D70209E4FD127,1209A4ADFB443C,2,11,192.168.101.3
702C09,5D702C09FFBD50,1209A588B3D13A,2,11,192.168.101.3
702C09,5D702C09FFBD50,1209AC794E9C40,1,11,192.168.30.27
702085,5D702085B0A981,1209AC7EC48F63,1,11,192.168.30.27
800C3C,5D800C3CC7D0C8,1209A692D40E50,2,11,192.168.101.3
800C3C,5D800C3CC7D0C8,1209AC96C4AA1D,1,11,192.168.30.27
702C09,5D702C09FFBD50,1209ACF0411C3F,1,11,192.168.30.27
702C09,5D702C09FFBD50,1209A762090943,2,11,192.168.101.3
800C3C,5D800C3CC7D0C8,1209A77F7F2626,2,11,192.168.101.3
801410,5D80141056ED67,1209A7B0CAE73A,2,11,192.168.101.3
80139F,5D80139F846B6F,1209A7EBA9374A,2,11,192.168.101.3
702085,5D702085B0A981,1209ADA821ED61,1,11,192.168.30.27
800C3C,5D800C3CC7D0C8,1209A7F5D5E422,2,11,192.168.101.3
702C09,5D702C09FFBD15,1209A8023DFA3C,2,11,192.168.101.3
702C09,5D702C09FFBD50,1209ADDDD1C33D,1,11,192.168.30.27
702C09,5D702C09FFBD50,1209A8C5C06461,2,11,192.168.101.3
800C3C,5D800C3CC7D0C8,1209A8E336A01F,2,11,192.168.101.3
702C09,5D702C09FFBD50,1209A93C784C39,2,11,192.168.101.3
70209E,5D70209E4FD129,1209A95639DD39,2,11,192.168.101.3
800C3C,5D800C3CC7D0C8,1209A959EE5A20,2,11,192.168.101.3
702085,5D702085B0A981,1209AEA0E3525B,1,11,192.168.30.27
702C09,5D702C09FFBD50,1209A9B23A5B3A,2,11,192.168.101.3
702C09,5D702C09FFBD50,1209AECAA3303D,1,11,192.168.30.27
800602,5D800602AAD2A4,1209AF0E996147,1,11,192.168.30.27
702C09,5D702C09FFBD50,1209AA9FAA793E,2,11,192.168.101.3
800C3C,5D800C3CC7D0C8,1209AB347C9E1F,2,11,192.168.101.3
702085,5D702085B0A981,1209AB83DDD83A,2,11,192.168.101.3
702C09,5D702C09FFBD50,1209AB8D037639,2,11,192.168.101.3
800655,5D800655566136,1209B9F3BBA14C,2,11,192.168.101.3
7020A4,5D7020A44E9C36,1209B1A5CAD95F,1,11,192.168.30.27
8005F0,5D8005F0BD7CF7,1209B27045FE54,1,11,192.168.30.27
702C09,5D702C09FFBD1B,1209B28B023B3A,1,11,192.168.30.27
70206C,5D70206C4A69FA,1209B3109A1E7A,1,11,192.168.30.27
800655,5D800655566136,1209BB215C4E5E,2,11,192.168.101.3
702C09,5D702C09FFBD1B,1209B383DC0A38,1,11,192.168.30.27
702099,5D702099B0010D,1209B3EFC97F60,1,11,192.168.30.27
702C09,5D702C09FFBD1B,1209B4AF77A039,1,11,192.168.30.27
702C09,5D702C09FFBD1B,1209B5DC013F39,1,11,192.168.30.27
70206D,5D70206DB59DF3,1209C1A2EA8DB8,2,11,192.168.101.3
7705C5,5D7705C59A78A1,1209C20A720817,2,11,192.168.101.3
70206D,5D70206DB59DFD,1209B6D5CD00BB,1,11,192.168.30.27
702099,5D702099B00103,1209C2A5100060,2,11,192.168.101.3
800C74,5D800C74C42381,1209C354AC9B30,2,11,192.168.101.3
800BB1,5D800BB1154A90,1209C3C9756555,2,11,192.168.101.3
702099,5D702099B00103,1209C3CA846467,2,11,192.168.101.3
70206D,5D70206DB59DFD,1209B800C486B9,1,11,192.168.30.27
800BB1,5D800BB1154A90,1209C4C30C1C4E,2,11,192.168.101.3
702097,5D702097B05542,1209C4C6DDB645,2,11,192.168.101.3
800C11,5D800C1139AD2B,1209C54550AE41,2,11,192.168.101.3
7020A2,5D7020A24EB81B,1209C5B7088FD1,2,11,192.168.101.3
800BB1,5D800BB1154A90,1209C5E914344F,2,11,192.168.101.3
702097,5D702097B05542,1209C5ECE60C43,2,11,192.168.101.3
800C11,5D800C1139AD2B,1209CBBFF0783F,1,11,192.168.30.27
800C11,5D800C1139AD2B,1209C6A8B90E48,2,11,192.168.101.3
800C11,5D800C1139AD2B,1209C71F15B743,2,11,192.168.101.3
800C11,5D800C1139AD2B,1209CD24B8F53D,1,11,192.168.30.27
800C11,5D800C1139AD2B,1209C8F8C92C44,2,11,192.168.101.3
800C11,5D800C1139AD2B,1209C96FC40943,2,11,192.168.101.3
800C11,5D800C1139AD2B,1209CE11534556,1,11,192.168.30.27
800C74,5D800C74C4238F,1209C9FD873B16,2,11,192.168.101.3
702075,5D702075B50D47,1209CEB4C4463F,1,11,192.168.30.27
800C11,5D800C1139AD2B,1209CB4A300F43,2,11,192.168.101.3
800BB1,5D800BB1154A9E,1209CFB1B2C34D,1,11,192.168.30.27
485785,5D485785CE072A,1209E43640D027,2,11,192.168.101.3
485785,5D485785CE072A,1209E4E6EB9F26,2,11,192.168.101.3
485785,5D485785CE072A,1209E597F43D28,2,11,192.168.101.3
8005F0,5D8005F0BD7CF8,1209E59A7CAD37,2,11,192.168.101.3
485785,5D485785CE072A,1209E6489F0B24,2,11,192.168.101.3
8005F0,5D8005F0BD7CF8,1209E64B277B39,2,11,192.168.101.3
702097,5D702097B0554C,1209D117AF5A4A,1,11,192.168.30.27
702085,5D702085B0A98F,1209D14A285F68,1,11,192.168.30.27
7020A4,5D7020A44E9C36,1209E8B523282D,2,11,192.168.101.3
680002,5D680002C5DD3F,1209E97126A03B,2,11,192.168.101.3
485785,5D485785CE0725,1209D29B4F6820,1,11,192.168.30.27
680002,5D680002C5DD3F,1209E9E82F581E,2,11,192.168.101.3
702C09,5D702C09FFBD15,1209EB38A8CB21,2,11,192.168.101.3
7705C5,5D7705C59A78AE,1209D4266EF51F,1,11,192.168.30.27
680002,5D680002C5DD3F,1209EBC28BBE18,2,11,192.168.101.3
801410,5D80141056ED67,1209EBF12BE73A,2,11,192.168.101.3
7705C5,5D7705C59A78AE,1209D4D7545C1F,1,11,192.168.30.27
680002,5D680002C5DD3F,1209EC38363E3F,2,11,192.168.101.3
7705C5,5D7705C59A78AE,1209D588169A25,1,11,192.168.30.27
702075,5D702075B50D49,1209D5ABCFBF45,1,11,192.168.30.27
680002,5D680002C5DD3F,1209ECAF293B38,2,11,192.168.101.3
7705C5,5D7705C59A78AE,1209D638D8E828,1,11,192.168.30.27
680002,5D680002C5DD3F,1209ED25776D1F,2,11,192.168.101.3
702075,5D702075B50D49,1209D6A695BE47,1,11,192.168.30.27
801410,5D80141056ED22,1209ED8EC9E345,2,11,192.168.101.3
702C0A,5D702C0A005507,1209D77B698254,1,11,192.168.30.27
680002,5D680002C5DD3E,1209EE12D2CA1B,2,11,192.168.101.3
702075,5D702075B50D49,1209D7D8CB0645,1,11,192.168.30.27
801410,5D80141056ED22,1209EF686C4143,2,11,192.168.101.3
800C11,5D800C1139AD6E,1209DA877FF62D,1,11,192.168.30.27
0D5BDC,5D0D5BDCCAC7EF,1209DAD1B3FE19,1,11,192.168.30.27
8013E6,5D8013E6794D02,1209F00C5ACE2F,2,11,192.168.101.3
702099,5D702099B0010D,1209F03465E837,2,11,192.168.101.3
801410,5D80141056ED22,1209F05634823E,2,11,192.168.101.3
680002,5D680002C5DD3F,1209F06427201F,2,11,192.168.101.3
70206D,5D70206DB59DF3,1209F0D9CC6F8E,2,11,192.168.101.3
801410,5D80141056ED22,1209F142CA2E40,2,11,192.168.101.3
800655,5D800655566138,1209E1A36F674C,1,11,192.168.30.27
801410,5D80141056ED22,1209F1B870E53C,2,11,192.168.101.3
800BB1,5D800BB1154A9E,120A04F6600029,1,11,192.168.30.27
801410,5D80141056ED22,1209F31CE9CB40,2,11,192.168.101.3
801410,5D80141056ED22,1209F39304883B,2,11,192.168.101.3
801410,5D80141056ED22,1209F409C3083F,2,11,192.168.101.3
7705C5,5D7705C59A78A1,120A0767FC5024,1,11,192.168.30.27
680002,5D680002C5DD7A,1209F464828A3F,2,11,192.168.101.3
801410,5D80141056ED22,1209F47F8B4146,2,11,192.168.101.3
800602,5D800602AAD2A2,120A08497C0923,1,11,192.168.30.27
801410,5D80141056ED22,1209F4F69C0742,2,11,192.168.101.3
800602,5D800602AAD2A2,120A098E10FE28,1,11,192.168.30.27
70206C,5D70206C4A69BF,1209F5D5B25175,2,11,192.168.101.3
801410,5D80141056ED22,1209F5E46AEF46,2,11,192.168.101.3
70206C,5D70206C4A69BF,1209F6C2415775,2,11,192.168.101.3
801410,5D80141056ED22,1209F6D0FA7141,2,11,192.168.101.3
70206C,5D70206C4A69BF,1209F737E4358A,2,11,192.168.101.3
801410,5D80141056ED68,120A0B9DA7CC47,1,11,192.168.30.27
70206C,5D70206C4A69BF,1209F7AECEE574,2,11,192.168.101.3
70206C,5D70206C4A69BF,1209F82515D379,2,11,192.168.101.3
70206C,5D70206C4A69BF,1209F89C529B75,2,11,192.168.101.3
801410,5D80141056ED68,120A0C4E5E523E,1,11,192.168.30.27
702099,5D702099B00148,120A0CBE4A0E69,1,11,192.168.30.27
800C11,5D800C1139AD61,1209F9C0AB002C,2,11,192.168.101.3
801410,5D80141056ED68,120A0CFF38113D,1,11,192.168.30.27
70206C,5D70206C4A69BF,1209FA765A8977,2,11,192.168.101.3
801410,5D80141056ED68,120A0DAFD7663F,1,11,192.168.30.27
800C11,5D800C1139AD61,1209FAC99F6E35,2,11,192.168.101.3
702099,5D702099B00148,120A0E2091DB6A,1,11,192.168.30.27
70206C,5D70206C4A69BF,1209FB631C566F,2,11,192.168.101.3
800C11,5D800C1139AD61,1209FB7A84D42E,2,11,192.168.101.3
801410,5D80141056ED68,120A0E60C84643,1,11,192.168.30.27
800C0B,5D800C0B3921C1,120A0002FD1312,2,11,192.168.101.3
702099,5D702099B00148,120A0E97846B67,1,11,192.168.30.27
702099,5D702099B00148,120A0F0DD3296A,1,11,192.168.30.27
801410,5D80141056ED68,120A0F117F5941,1,11,192.168.30.27
70206C,5D70206C4A69BF,120A012B74F376,2,11,192.168.101.3
70206C,5D70206C4A69FA,120A02EAB1FD97,2,11,192.168.101.3
702099,5D702099B00148,120A1071EA966C,1,11,192.168.30.27
702099,5D702099B00148,120A10E7AF2566,1,11,192.168.30.27
702075,5D702075B50D47,120A1113444041,1,11,192.168.30.27
702099,5D702099B00148,120A115EBBD45F,1,11,192.168.30.27
7020A2,5D7020A24EB81B,120A03ED1C3AE0,2,11,192.168.101.3
800DAA,5D800DAACE1F38,120A0493493E29,2,11,192.168.101.3
7020A4,5D7020A44E9C73,120A1B19E28283,2,11,192.168.101.3
70206D,5D70206DB59DB6,120A1B8DC87EA5,2,11,192.168.101.3
702085,5D702085B0A98F,120A12BB0C8865,1,11,192.168.30.27
70206D,5D70206DB59DB6,120A13392C017E,1,11,192.168.30.27
70206D,5D70206DB59DB6,120A1C04217DAE,2,11,192.168.101.3
7020A4,5D7020A44E9C73,120A1C05F0A07F,2,11,192.168.101.3
0D5BDC,5D0D5BDCCAC7EF,120A138F296F2E,1,11,192.168.30.27
70206D,5D70206DB59DB6,120A1425BEB07F,1,11,192.168.30.27
702097,5D702097B0554C,120A1C8FF90D5B,2,11,192.168.101.3
7020A4,5D7020A44E9C73,120A1CF3529576,2,11,192.168.101.3
70206D,5D70206DB59DB6,120A158964A6AE,1,11,192.168.30.27
485785,5D485785CE0725,120A159585241B,1,11,192.168.30.27
702C0A,5D702C0A005507,120A1D4C6F255E,2,11,192.168.101.3
7020A4,5D7020A44E9C73,120A1DDFC55879,2,11,192.168.101.3
70206D,5D70206DB59DB6,120A17636E0BB0,1,11,192.168.30.27
70206D,5D70206DB59DB6,120A17DAD1E2AD,1,11,192.168.30.27
7020A4,5D7020A44E9C73,120A1E56CB2277,2,11,192.168.101.3
70206D,5D70206DB59DB6,120A18C75CC1B1,1,11,192.168.30.27
